Sentence,Definition?
"We study equivalent conditions in the context of semi-abelian categories, as well as some of its consequences: including amongst others, strong protomodularity, and normality of Higgins commutators for normal subobjects, and in the varietal case, fibre-wise algebraic cartesian closedness.",0
"In this paper, we use the language of operads to study open dynamical systems.",0
"More specifically, we study the algebraic nature of assembling complex dynamical systems from an interconnection of simpler ones.",0
The syntactic architecture of such interconnections is encoded using the visual language of wiring diagrams.,0
"We define the symmetric monoidal category W , from which we may construct an operad OW , whose objects are black boxes with input and output ports, and whose morphisms are wiring diagrams, thus prescribing the algebraic rules for interconnection.",0
"We then define two W -algebras G  and L , which associate semantic content to the structures in W .",0
"Respectively, they correspond to general and to linear systems of differential equations, in which an internal state is controlled by inputs and produces outputs.",0
"As an example, we use these algebras to formalize the classical problem of systems of tanks interconnected by pipes, and hence make explicit the algebraic relationships among systems at different levels of granularity.",0
"Inspired by recent work of Batanin and Berger on the homotopy theory of operads, a general monad-theoretic context for speaking about structures within structures is presented, and the problem of constructing the universal ambient structure containing the prescribed internal structure is studied.",0
"Following the work of Lack, these universal objects must be constructed from simplicial objects arising from our monad-theoretic framework, as certain 2-categorical colimits called codescent objects.",0
We isolate the extra structure present on these simplicial objects which enable their codescent objects to be computed.,0
"These are the crossed internal categories of the title, and generalise the crossed simplicial groups of Loday and Fiedorowicz.",0
"The most general results of this article are concerned with how to compute such codescent objects in 2-categories of internal categories, and on isolating conditions on the monad-theoretic situation which enable these results to apply.",0
"Combined with earlier work of the author in which operads are seen as polynomial 2-monads, our results are then applied to the theory of non-symmetric, symmetric and braided operads.",0
"In particular, the well-known construction of a PROP from an operad is recovered, as an illustration of our techniques.",0
"We show that the category of abstract elementary classes and concrete functors is closed under constructions of ``limit type, "" which generalizes the approach of Mariano, Zambrano and Villaveces away from the syntactically oriented framework of institutions.",0
