Sentence,Definition?
"Moreover,  MV(f,zvarepsilon) = frac{1}{2pi}int_0^{2pi} f(z+varepsilon e^{itheta})text dtheta  where  theta  is the angle of the polar coordinate for  z  .",0
Let  mathcal A  be a collection of open sets in  mathbb R^n  and let  A  be their union.,0
"A partition of unity subordinate to  mathcal A  is a countable collection of smooth functions  {phi_i}_{iin I}  such that  phi_i:mathbb R^n to mathbb R  such that (i) each  phi_i geq 0 ; (ii) each  phi_i  has compact support contained in some  U in mathcal A  ; (iii) for all points  a  of  A  , there exists an open neighborhood  V  of  a  such that all but finitely many of the  phi_i  are zero on  V ; (iv) for all points  a  in  A  ,  sumlimits_{iin I} phi_i(a) = 1  .",1
An open simplex is an n - simplex with all of its proper faces deleted.,1
"A group homomorphism is a function  f: Gto H  between groups  G  and  H  is a function that preserves the group operation; that is  f(gh)=f(g)f(g)  for all  g,h in G  .",1
A group isomorphism is a homomorphism that is also bijective.,1
"An ideal  I  of the ring  R  is maximal if for any ideal  J  such that  Isubseteq J  , either  J=I  or  J=R  .",1
A set  B  is a basis for the vector space  V  if it consists of linearly independent vectors that span  V  .,1
Let  X  be a topological space and let  A  be a subspace of  X  .,0
"A relative cycle  alpha  is trivial in the relative homology groups  H_n(X,A)  if and only if it is a relative boundary , i.e. if  alpha = partialbeta + gamma  for some  betain C_{n+1}(X)  and  gammain C_n(A)  .",1
Let  X  be a topological space.,0
A set  Asubset X  is comeager if its complement is meager.,1
"A semigroup is a magma  (X,*)  such that the binary operation  *  is associative.",1
"A signed measure on the measurable space  (X,Sigma)  is a function  mu: Sigma to mathbb R cup { - infty} text{ or } mathbb R cup {infty}  such that  mu(emptyset) =0  and  mu  is σ - additive.",1
Note that  mu  cannot take on both  - infty  and  infty  as values.,0
Let  R  be a ring and let  M  be an  R  - module.,0
We say that  M  is of finite length if it admits a composition series of finite length.,1
A homeomorphism between two topological spaces  X  and  Y  is a function  f: Xto Y  such that (i)  f  is continuous; (ii)  f  is bijective; (iii)  f^{ - 1}:Yto X  is continuous.,1
Two topological spaces  X  and  Y  are homeomorphic if there exists a homeomorphism between them.,1
There are two orthogonal algebras : one for even dimension one for odd dimension.,0
First let Let  V  be a finite - dimensional vector space with  text{dim}(V) = 2ell +1  .,0
"Let  f  be the nondegenerate, symmetric bilinear form on  V  with matrix  s = }  .",0
"The orthogonal algebra  mathfrak{o}(V)  is defined as the set of all endomorphisms  x  of  V  satisfying  f(x(v),w) = - f(v,x(w))  .",1
"When  text{dim}(V) = 2ell  ,  f  has the matrix  s =}  .",0
The rest of the construction is the same as for odd dimension.,0
Let  G  be a group and  V  a vector space.,0
The dimension of a group representation  rho:Gto text{GL}(V)  is just the usual dimension of  V  .,1
An outer derivation is any derivation that is not an inner derivation.,1
A representation  phi  of a Lie algebra  L  is a homomorphism to the general linear algebra (  phi:L to mathfrak{gl}(V)  ) where  V  is a vector space.,1
"Here we require the dimension of the vector space underlying  L  to be finite, but admit arbitrary dimension for  V  .",0
Let  G  be a group.,0
The subgroups  H_1  and  H_2  are conjugate if there exists  ain G  such that  H_2= aHa^{ - 1}  .,1
The character table of a group  G  is a table that displays the value taken by the characters of the irreducible representations of  G  on the different conjugacy classes of  G  .,1
Recall that characters are class functions,0
"Let  (X,Sigma)  be a measurable space, and let  {A_i}_{i=1}^n  be a sequence of disjoint measurable sets, and let  {a_i}_{i=1}^n  be a sequence of real numbers.",0
A simple function is a function  f:Xto mathbb R  of the form  f(x) = sum_{k=1}^n a_kchi_{A_k}(x)  where  chi_A  is the characteristic function of  A  .,1
Let  Msubsetmathbb R^n  be an embedded m - dimensional manifold with boundary.,0
"Then  M  is orientable if there exists an open set  U subsetmathbb R^n  containing  M  and an m - form  phi  on  U  such that for every local parametrization  f:Wto M  with  W subset H^+  open in  H^+  , the pullback  f^*phi  is an m - form on  W  which is nowhere zero.",1
Let  mathfrak g  be a Lie algebra.,0
"Then the adjoint map  text{ad}:mathfrak g to mathfrak{gl}(mathfrak g)  is given by  text{ad}_X(Y) = X,Y  .",1
"Because the adjoint map is a Lie algebra homomorphism, it is a representation of  mathfrak g  , and therefore we may refer to  text{ad}  as the adjoint representation of  mathfrak g  .",0
A game is determined if one player has a winning strategy.,1
An edge path is reduced if it is never the case that  k_{n+1}  is  k_n  with the opposite orientation.,1
Let  F  be a local field with a non - Archimedean absolute value.,0
"Then the Schwartz space , or the collection of Schwartz - Bruhat functions , consists of the functions from  F  to  mathbb C  that are locally constant and have compact support.",1
It is often either denoted  C_c^infty(F)  or  mathcal S(F)  .,0
The quotient of a topological space  X  by a subspace  Ysubeteq X  is the quotient by the equivalence relation  sim  given by  ysim y'  if  y  and  y'in Y  .,1
"The special linear group  text{SL}(n,mathbb C)  (or, over the reals,  text{SL}(n,mathbb R)  ) is the group of  ntimes n  complex (or real) valued matrices with determinant  1  together with the operation of matrix multiplication.",1
"This group is a matrix Lie group because it is a subgroup of the general linear group  text{GL}(n,mathbb C)  .",0
A measure is regular if it is both inner regular and outer regular.,1
Let  V  be a vector space.,0
"A subset  Ksubset V  is convex if for all  x,y in K  and  t in 0,1  , the vector  tx + (1 - t)y  is in  K  .",1
Let  f: Qto mathbb R  be a bounded function defined on the rectangle  Q  and let  P  be a partition of a set of  Q  .,0
"For each subrectangle  R  determined by  P  , let  M_R(f) = suplimits_{xin R} f(x)  .",0
"The lower sum for  f  determined by  P  is  U(f,P) = sum_{R} M_R(f)text{vol}(R)  where  text{vol}  is the volume of the rectangle  R  .",1
Let  G  and  H  be Lie groups.,0
A map  Phi  from  G  to  H  is a Lie group homomorphism if it is a continuous group homomorphism.,1
"A subset  E  of a metric space  (X,rho)  is bounded if it has finite diamter.",1
Let  M subset mathbb R^n  be an oriented manifold of dimension  m  .,0
Then the boundary  partial M  is an  (m - 1)  - dimensional oriented manifold (with the induced orientation).,1
"Let  phi Uto M  be a local parametrization of  M  near  p in partial M  so that  0 in U  and  phi(0) = p  , where  U  is open in the half space  H^m_+  .",0
A tangent vector  v in T_pM = Dphi(0)(mathbb R^m)subsetmathbb R^n  is outward pointing if it is the image of a vector  w in mathbb R^m  which does *not* lie in  H_+^m  .,1
"A game in normal form is a triplet  G = (I, {S_i}_{iin I}, {h_i}_{iin I})  where (i)  I  is the set of _players_.  I = {1,dots, n}  for some  n inmathbb N ; (ii) for each  i in I  ,  S_i  is player  i  's set of strategies.  prodlimits_{iin I} S_i  is the set of strategy profiles (iii) for each  iin I  , the function  h_i: S_i to mathbb R  is the payoff function for player  i  .",1
Let  G  be a group acting on a set  A  .,0
"Then  A  is  G  - paradoxical if there exist disjoint subsets  A_1,dots, A_n, B_1,dots, B_msubset A  and group elements  g_1,dots,g_n,h_1,dots,h_min G  such that  A=bigcup_{i=1}^n g_i(A_i) text{ and } A=bigcup_{i=1}^m h_i(B_i)  .",1
A ring  R  is an integral domain if it is commutative and has no zero divisors.,1
"A subspace  I  of a Lie algebra  L  is an ideal of  L  if  xin L  ,  yin I  implies that  xyin I  .",1
"Equivalently by antisymmetry of the bracket,  yx in I  .",0
"Let  (V,rho)  be a representation of the group  G  .",0
The  n  th exterior power of  V_1  and  V_2  is a representation of  G  over the exterior power of a vector space  wedge^nV  under the linear transformation  rho:Gto wedge^n(V)  such that  rho(g)(v_1wedge v_2wedge cdots wedge v_n) = (rho(g)v_1wedge rho(g)v_2wedgecdotswedgerho(g)v_n)  .,1
Let  A  be an abelian group.,0
The torsion subgroup  A_T  of  A  is the subgroup consisting of all elements of  A  with finite order.,1
"A truth function on a formal language of propositional logic  L  (using only the logical operators  rightarrow  and  bot  ) is a function  f:text{Form}(L) to {0,1}  such that  t(bot) = 0  ,  t(top) = 1  , and  t(Arightarrow B) = }  for all  A,B in text{Form}(L)  .",1
Let  R  be a ring.,0
An  R  - module  M  is finitely generated if it is generated by a finite subset of itself.,1
A linear transformation that preserves the norm of vectors is called unitary .,1
Let  U subset mathbb R^n  be open.,0
"The set  U  is the graph of a some function if for all  x in U  , there exists unique  y in mathbb R^m  such that  (x,y) in A  .",1
"Equivalently, let  f:Ato B  be a set function.",0
"The set  Gamma = {(a,b) in Atimes B mid b=f(a)}  is the graph of  f  .",0
An isomorphism of group representations is a morphism of group representations that happens to be bijective.,1
"A binary operation  cdot  on the set  A  is associative if for all  a,b,c in A  , the following relationship holds:  acdot (bcdot c) = (acdot b)cdot c  .",1
Let  G  be a compact topological group and let  dg  be a Haar measure on  G  .,0
"The  L^2  - inner product on  C(G)  , the space of continuous functions  Gto mathbb C  , is a Hermitian inner product given by  langle f_1,f_2rangle = frac{1}{text{vol}(G)}int_G f_1(g)overline{f_2(g)}text dg  for any  f_1,f_2in C(G)  .",1
The integral is the Haar integral and the volume of  G  is the integral of the constant function  1  over  G  .,1
Let  T:Vto V  be a linear transformation from the  n  - dimensional vector space  V  to itself.,0
"The trace of  T  is  text{tr}(T) = sum_{i=1}^n langle T(e_i), e_irangle  where  {e_i}_{i=1}^n  is an orthonormal basis for  V  .",1
"Equivalently, if  V^*  is the dual ov  V  , then the trace of a linear transformation  T: Vto V  is the functional  text{tr}:V^*otimes V to mathbb R  from the tensor product of of  V^*  and  V  determined by  phi otimes v mapsto phi(v)  for  phi in V^*  and  v in V  .",1
A group  G  is nilpotent if its upper central series reaches  G  after some finite number of steps.,1
The number of steps is called the nilpotency class of  G  .,1
"A function  f:Xto Y  between metric spaces  (X,rho)  and  (Y, sigma)  is uniformly continuous if for all  x,y in X  and all  varepsilon > 0  , there exists  delta > 0  such that  sigma(f(x), f(y)) < varepsilon  whenever  rho(x,y) < delta  .",1
Let  f:Xto Y  be a continuous function between topological spaces  X  and  Y  .,0
"Let  C_n(X)  and  C_n(Y)  be the groups of n - chains in the chain complex of  X  and  Y  , respectively.",0
Then we may define a homomorphism called a chain map  f_sharp:C_n(X)to C_n(Y)  by composing each singular n - simplex  sigma:Delta^nto X  with  f  to get a singular n - simplex  f_sharp(sigma) = fsigma:Delta^nto Y  and extending  f_sharp  linearly via  f_sharpleft(sum_i n_isigma_iright) = sum_i n_if_sharp(sigma_i) = sum_i n_if_sharpsigma_i  .,1
Let  partial  be a general boundary homomorphism between  C_{k+1}(X)  and  C_{k}(X)  and do a similar thing for  Y  .,0
Then the maps  f_sharp:C_n(X)to C_n(Y)  satisfy  f_sharp partial = partial f_sharp  and the following diagram commutes:,0
"Let  R  be a ring,  L  an  R  - module, and  {ell_i}_{iin I}  a subset of  L  .",0
"The submodule generated by the  ell_i  is the set  left{sum_{i=1}^n a_iell_imid a_iin R, text{ all but finitely many } a_i=0right}  .",1
"Equivalently, it is the smallest submodule of  L  containing the  ell_i  .",1
A subnormal series for a group  G  is a composition series when all of the quotients (called composition factors )  N_{i+1}/N_i  are simple.,1
Let  X  be a topological space.,0
The boundary  partial A  of a set  A subset X  is the intersection of the closure of  A  and the closure of the complement of  A  .,1
"That is,  partial A = overline A cap overline{(Xsetminus A)}  .",0
A collection  mathcal V  of measurable subsets of  mathbb R^n  is a regular family if there exists  C > 0  such that the diameter of each  V in mathcal V  satisfies the following inequality:  text{diam}(V)^n leq Cmu(V)  .,1
"Any set  X  can be equipped with the discrete topology, namely the topology in which every set is both open and closed.",1
"A topological space  X  is Hausdorff if for every pair of points  x,yin X  , there exist disjoint open sets  U,Vsubset X  such that  xin U  and  yin V  .",1
"A measure  mu  on a measurable space  (X,mathcal M)  is a function  mu:mathcal M to 0,infty  valued on the extended real numbers for which  mu(emptyset) = 0  for any countable, pairwise disjoint collection  {E_i}_{iinmathbb N}  of measurable sets,  muleft(bigcup_{iinmathbb N} E_iright) = sum_{iinmathbb N} mu(E_i)  .",1
"A measure space is a measurable space  (X,mathcal M)  together with a measure  mu  on  mathcal M  .",1
Let  G  be a locally compact abelian topological group.,0
"The Pontryagin dual of  G  , denoted  widehat G  , is the group  G  of continuous homomorphisms from  G  to the circle group  mathbb T  .",1
Let  m< n  .,0
"Then an  m  - dimensional smooth manifold embedded in  mathbb R^n  with boundary is a subset  M subsetmathbb R^n  such that for all points  p in M  , there exists an open set  U subset H^k  the closed half - space and an open neighborhood  V subset M  of  p  and a map  phi: U to V  such that (i)  phi  is a homeomorphism; (ii)  phi  is smooth in  H^k ;(iii) the total derivative  Dphi(x)  has rank  m  for all  x in U  .",1
